record_id,historical_flood_count,infrastructure_score,distance_to_river_m_log1p,population_density_per_km2_log1p,rainfall_7d_mm_log1p,monthly_rainfall_mm_log1p,nearest_hospital_km_log1p,nearest_evac_km_log1p,elevation_m_yeojohnson,drainage_index_yeojohnson,ndvi_qmap,ndwi_qmap,built_up_percent_qmap,seasonal_index,terrain_roughness_index,socioeconomic_status_index,extreme_weather_index,landcover_Agriculture,landcover_Bare Soil,landcover_Forest,landcover_Missing,landcover_Plantation,landcover_Scrub,landcover_Urban,landcover_Wetland,soil_type_Clay,soil_type_Loamy,soil_type_Missing,soil_type_Peaty,soil_type_Sandy,soil_type_Silty,water_supply_Missing,water_supply_Municipal,water_supply_Rainwater harvesting,water_supply_Surface water,water_supply_Tube-well,water_supply_Well,electricity_Grid,electricity_Missing,electricity_Mixed,electricity_Off-grid (solar),road_quality_Fair,road_quality_Good (paved),road_quality_Missing,road_quality_No road access,road_quality_Poor (unpaved),water_presence_flag_Likely,water_presence_flag_Missing,water_presence_flag_Unlikely,flood_risk_score
F100000,0.0,12.0,6.7173181805531765,6.810142450115136,5.2574920287170315,5.237880135489547,1.324418957401803,1.3190856114264409,21.685815588223665,0.3202928055131809,-2.054079213180128,1.7219140740079053,0.0828963781679446,0.4072874999854582,0.670947169582579,0.3700610500579864,0.7741115192500696,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.0
F100001,0.0,46.0,7.464508545461454,6.0867747269123065,5.180655712755002,5.555941842780902,0.959350221334602,2.2460147415056513,16.707514418158702,0.3287009337240997,-1.2640663695358172,-0.4780246892786106,0.2072228334121407,-0.7742475254559686,0.897466123959161,0.4587334536440751,0.8467676546272255,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.5
F100002,0.0,30.0,8.650446651739571,4.919980925828125,5.329328308513514,5.778798944168902,1.6863989535702286,1.3887912413184778,20.437915759353196,0.6165123129177843,1.0230032560702351,-0.945616266743319,-1.0400895498007985,0.8951551110868103,0.7343096416681124,0.3287342122418719,0.5681005479429639,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,0.3533
F100003,0.0,58.0,8.142586356519226,6.593044534142437,4.115769371197434,5.532482243222768,2.520917087311034,1.7817091333745536,25.03438924325097,0.2673508023800074,0.965420306912084,-1.1234150491649846,-0.3601717239541596,-0.7523738486892909,0.5448914579710633,0.5475579451748361,0.6634513616201617,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.3041
F100004,1.0,45.0,6.573257941510531,6.068425588244111,4.469343109844972,6.249339076584639,2.93651291389402,1.7316555451583495,9.974663453275594,0.3906666576612855,-0.6518243142461582,0.7480094551039417,-0.0879329975415462,-0.1418224358347276,1.0889341523040337,0.4998056542426046,0.7286577629017258,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0.5948
F100005,0.0,45.0,7.853176663354211,7.456454555176209,4.258436493447008,5.1623290780952695,2.395164274287139,0.6729444732424258,11.880243289322328,0.7180987758838718,1.7585004536539277,-0.9475799380826428,0.2110697649159573,-0.8992133238367954,0.9730852474866868,0.7481463679112142,0.7095832722624505,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,0.598
F100006,0.0,32.0,7.195860574655544,6.052089168924417,5.280659164563059,5.508864195149178,0.8372475245337022,1.6601310267496183,9.200262889253786,0.3470754380908982,1.87757536181673,1.0272467187906675,1.059682011223806,-0.65931728060684,0.95496892312259,0.4913051414856457,0.9657868548720616,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,0.3428
F100007,0.0,56.0,7.847605396374056,7.336285660021297,4.165103665442757,5.411961051243145,2.9678470700644555,1.9487632180377197,13.816684066185944,0.4884114075684631,0.9184977079651134,-0.4334819661117885,1.4641859679353213,-0.9899515338721204,0.949379498070378,0.6565189976476064,0.6663235710249625,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.527
F100008,0.0,26.0,7.329157874866141,6.1779441140506,5.538512148183476,5.5540077601120785,1.3737155789130306,1.7387102481382395,84.90416376566303,0.1086163035792178,-0.6119957936995944,1.1448959732150612,0.5954367721535958,-0.7337567848142882,1.0356569652975407,0.5572378656275542,0.7800221804944965,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.4244
F100009,1.0,73.0,8.505018935051881,6.315358001522335,5.038246298250324,4.844742609113598,2.7936160894318567,1.128171090909654,14.223663839643995,0.69560114113942,1.077445511147958,-0.2367988898819028,0.8920383589928601,0.1298567703499994,0.8573466583118663,0.415410637956878,0.7447161524806998,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,0.9854
F100010,2.0,49.0,7.961752886642134,6.169610732491456,4.816235958365527,5.824141658753152,1.8825138324965192,2.361796952625892,22.292112441758153,0.653527491370108,0.9896968352818816,1.47526936144686,-1.020888417483279,-0.0052127612509974,0.7175835737195326,0.3947717391242815,0.6882092036788932,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.3679
F100011,0.0,37.0,7.403425284599626,5.793013608384144,5.3341639228880195,5.822662896045314,1.6563214983329508,2.105352923464337,15.97012891640266,0.1678931845493154,0.4445338563564665,1.018778135032987,-5.199337582605575,0.4642568787790942,1.5583834084493042,0.5605774964423221,0.7872923870691081,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.4093
F100013,1.0,69.0,6.529707483302349,7.221835825288449,3.6950866616009392,5.640027898517024,0.7419373447293773,2.3978952727983707,4.842615538941847,0.4452700377486348,1.1257762007300158,0.9815403910462732,1.5999199507293822,-1.072066957671865,0.6473300452577144,0.6066593022608798,0.6531556464195648,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,0.4705
F100014,2.0,47.0,6.45377892466905,7.080867896690782,4.304056418645045,6.071823906897159,1.551808799597464,2.301584592660462,88.95603604706415,0.5169466135006314,0.3242539956857449,0.4088051193704571,1.73026139499996,0.4041468805877132,0.7405565753768774,0.6497200968347425,0.8075868375403097,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.4275
F100016,0.0,44.0,7.6412272506648655,6.104793232414985,4.599145655748406,5.007768328122392,3.957567944940197,1.3376291891386096,4.452518181536438,0.5451064751097042,-0.0552290873297568,-0.5820090863157499,0.6911210235519151,-0.0394667977476797,1.0416694634293933,0.4052121055372234,0.7318463041580618,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.4192
F100017,0.0,61.0,8.157627716885031,5.955837369464831,5.467213192218208,5.147323363204932,1.3056264580524355,2.578700529074361,3.613106114423562,0.387409146488291,-0.0854144170101695,0.3534865321372101,-5.199337582605575,-0.5192338339229443,0.939944141290744,0.6324982345609254,0.752631594632554,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0751
F100018,0.0,29.0,9.249666632481352,6.61472560020376,3.970279801882718,6.43882398813962,1.501852701754163,1.8341801851120072,83.94504625210246,0.3287009337240997,0.6241447422049652,-0.9397470063075932,-0.0778618608068223,-1.0285352493569522,0.6720129536581013,0.437437090858388,0.681200866331719,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,0.5516
F100019,0.0,27.0,7.0205460967991264,2.3978952727983707,5.094359573907445,4.431656576812727,2.717340248009303,1.80005827204275,30.47941680134657,0.4876348462215241,1.972535143398612,1.1694006645176926,-0.2796060306706415,1.0055753885350214,0.7699518751503138,0.2496142106428825,0.5452621073121995,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.4092
F100020,0.0,52.0,8.08926703716532,7.806289289267033,5.169343333853107,5.171452678992202,2.7239235502585,1.1662709371419244,18.802942898570727,0.2647525698110523,-0.4864803604206453,-0.1118896402415852,1.1546146901626584,-1.0829746034428211,0.5690142678068772,0.6486443434257689,0.7656770067339337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.2567
F100022,0.0,69.0,9.025780041043436,2.3978952727983707,4.645345809275388,5.828564871539324,0.2851789422336624,0.7466879474879752,11.652840654860071,0.1932474004848328,-0.5206614945725153,0.0942319252397101,-5.199337582605575,1.1033741040586205,0.6152970310001434,0.337848570873803,0.7716365297534692,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.7813
F100024,0.0,76.0,7.560599991706417,6.298949246855942,4.767283576992222,5.526530330558104,2.598979106047848,1.6370530794670737,21.068008817246273,0.5398070963599344,-1.250178700248664,0.0967525295503842,-1.0867695294696786,-0.4298913036379214,0.6591098291717883,0.4894525470734076,0.6711020405284339,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,0.5387
F100025,0.0,42.0,7.67308253002573,6.7661917146603505,4.407930197736086,5.887964995940147,3.4187098067467865,1.6193882432872684,33.08030287529467,0.5138800658135787,-0.4893066346558384,0.645630749275982,-5.199337582605575,1.0279057887187564,0.8658793202975863,0.5302291672417729,0.7801411456332307,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0332
F100027,0.0,48.0,7.762467478127629,4.962844630259907,2.0706580708715263,5.961187207046399,2.201659174404085,2.728506209669592,14.223663839643995,0.3362381317564209,1.2529876254001933,-0.551075993139237,-0.3668730515305163,1.0405267659141515,0.8450562725236748,0.476775290587502,0.4326899793602595,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,0.3987
F100028,0.0,51.0,7.267942473016691,6.734591659972948,4.420036977227584,6.025553294456503,2.941803931528435,2.334083760053417,11.880243289322328,0.2517091864271056,-1.053106263987631,-0.507774333474583,-5.199337582605575,0.7248192383618204,0.532704510476568,0.4573672031868019,0.528410982151517,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,0.6168
